Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1984.1205.42,False,False,370057,Drawings and Prints,Print,"The Old Man's Fantasy: Courtesan with Men in Rembrandtesque Costume, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 3/8 x 16 5/16 in. (31.5 x 41.5 cm)
sheet: 17 11/16 x 22 3/16 in. (45 x 56.4 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370057,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1984.1205.43,False,False,370058,Drawings and Prints,Print,"Three Women, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 16 3/8 x 12 3/8 in. (41.6 x 31.5 cm)
sheet: 22 3/4 x 17 5/8 in. (57.8 x 44.8 cm)","Gift of Mr. and Mrs. Isidore M. Cohen, 1984",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370058,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.1,False,False,370060,Drawings and Prints,Print,"At the Circus: Group with Female Rider and Clown, from 347 Suite",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Aldo and Piero Crommelynck|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Crommelynck, Aldo and Piero|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1968,1968,1968,Etching,"plate: 16 5/8 x 13 5/8 in. (42.2 x 34.6 cm)
sheet: 24 1/8 x 19 11/16 in. (61.3 x 50 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370060,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.2,False,False,370061,Drawings and Prints,Print,"Self Portrait with a Cane with a Comedian in Costume, Cupid, and Women, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 16 5/8 x 13 5/8 in. (42.2 x 34.6 cm)
sheet: 24 x 19 5/8 in. (61 x 49.8 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370061,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.3,False,False,370062,Drawings and Prints,Print,"Old Man Thinking of his Youth: Boy on a Circus Horse and Women, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 1/2 x 16 3/8 in. (31.7 x 41.6 cm)
sheet: 17 3/4 x 22 3/16 in. (45.1 x 56.3 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370062,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.4,False,False,370063,Drawings and Prints,Print,"At the Circus: The Strong Man, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 2 3/8 x 4 11/16 in. (6 x 11.9 cm)
sheet: 9 1/8 x 13 in. (23.2 x 33 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370063,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.5,False,False,370064,Drawings and Prints,Print,"Harlequin and Characters, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 1/2 x 15 1/2 in. (31.8 x 39.4 cm)
sheet: 18 11/16 x 22 1/4 in. (47.5 x 56.5 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370064,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.6,False,False,370065,Drawings and Prints,Print,"Painter with Couple and Child, from347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 11 x 15 5/16 in. (28 x 38.9 cm)
sheet: 17 13/16 x 21 5/16 in. (45.3 x 54.2 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370065,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.7,False,False,370066,Drawings and Prints,Print,"Painter, Model and Spectator, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 4 13/16 x 3 9/16 in. (12.2 x 9 cm)
sheet: 12 13/16 x 9 15/16 in. (32.6 x 25.2 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370066,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.8,False,False,370067,Drawings and Prints,Print,"Woman on a Roman Chariot, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 11 x 15 1/4 in. (28 x 38.7 cm)
sheet: 17 3/4 x 21 3/8 in. (45.1 x 54.3 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370067,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.9,False,False,370068,Drawings and Prints,Print,"Fantasy, in the style of Fuseli's ""Dream,"" with a Voyeur under the Bed, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 11 x 15 5/16 in. (28 x 38.9 cm)
sheet: 17 13/16 x 21 7/16 in. (45.2 x 54.4 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370068,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.11,False,False,370070,Drawings and Prints,Print,"A Jester with a Bicycle and an Odalisque with an Owl, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 3 1/2 x 4 7/8 in. (8.9 x 12.4 cm)
sheet: 9 13/16 x 12 7/8 in. (25 x 32.7 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370070,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.12,False,False,370071,Drawings and Prints,Print,"A Couple and Traveler, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 8 3/4 x 11 7/16 in. (22.2 x 29 cm)
sheet: 13 3/4 x 16 9/16 in. (34.9 x 42 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370071,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.14,False,False,370073,Drawings and Prints,Print,"Discussing Music at Celestine's, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 3/8 x 16 3/8 in. (31.5 x 41.6 cm)
sheet: 17 13/16 x 22 1/16 in. (45.2 x 56 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370073,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.15,False,False,370074,Drawings and Prints,Print,"About Célestine: Conferring in the Garden with Young Baccus, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 3/8 x 16 5/16 in. (31.4 x 41.4 cm)
sheet: 17 7/8 x 22 3/16 in. (45.4 x 56.3 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370074,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.16,False,False,370075,Drawings and Prints,Print,"A Young Woman in a Hat, 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 12 3/8 x 16 7/16 in. (31.5 x 41.7 cm)
sheet: 17 11/16 x 22 1/8 in. (45 x 56.2 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370075,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.17,False,False,370076,Drawings and Prints,Print,"La vie en rose (""Quand...Il me parle tout bas""), from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 10 13/16 x 14 3/4 in. (27.5 x 37.5 cm)
sheet: 16 9/16 x 19 11/16 in. (42.1 x 50 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370076,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.18,False,False,370077,Drawings and Prints,Print,"Theater or Television: Cape and Sword, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Aquatint and drypoint,"plate: 11 5/8 x 13 5/8 in. (29.5 x 34.6 cm)
sheet: 17 7/8 x 20 1/2 in. (45.4 x 52.1 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370077,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.19,False,False,370078,Drawings and Prints,Print,"Cape and Sword: Pursuit I, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Aquatint,"plate: 6 1/2 x 8 1/8 in. (16.5 x 20.7 cm)
sheet: 11 1/8 x 13 3/16 in. (28.3 x 33.5 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370078,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.21,False,False,370080,Drawings and Prints,Print,"""A Thousand and One Nights"" and Célestine: The Young Slave, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 3 9/16 x 4 15/16 in. (9 x 12.5 cm)
sheet: 9 15/16 x 12 15/16 in. (25.3 x 32.8 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370080,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.22,False,False,370081,Drawings and Prints,Print,"Abduction with Célestine, a Ruffian, a Girl and a Lord with His Valet, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Aquatint,"plate: 11 5/8 x 13 5/8 in. (29.5 x 34.6 cm)
sheet: 17 7/8 x 20 1/2 in. (45.4 x 52.1 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370081,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.23,False,False,370082,Drawings and Prints,Print,"Célestine Presenting Her Two Pensioners to Two Clients, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 3 1/2 x 4 7/8 in. (8.9 x 12.4 cm)
sheet: 9 15/16 x 12 7/8 in. (25.2 x 32.7 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370082,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.24,False,False,370083,Drawings and Prints,Print,"Patron and his Retinue Visiting the Studio of an Old Painter, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint and drypoint,"plate: 9 3/16 x 13 in. (23.4 x 33 cm)
sheet: 14 3/8 x 18 1/2 in. (36.5 x 47 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370083,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.25,False,False,370084,Drawings and Prints,Print,"Célestine, Maya and Male Companion, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 4 11/16 x 2 3/8 in. (11.9 x 6 cm)
sheet: 12 13/16 x 9 15/16 in. (32.6 x 25.2 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370084,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.26,False,False,370085,Drawings and Prints,Print,"Odalisque, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 3 3/8 x 2 3/8 in. (8.5 x 6 cm)
sheet: 13 x 10 in. (33 x 25.4 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370085,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.27,False,False,370086,Drawings and Prints,Print,"Nude Couple, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Etching,"plate: 7 13/16 x 10 1/8 in. (19.8 x 25.7 cm)
sheet: 12 15/16 x 15 3/4 in. (32.8 x 40 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370086,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.28,False,False,370087,Drawings and Prints,Print,"Las Meninas and Gentlemen in the Sierra, from 347 Suite",,,,,,Printer|Artist,Printed by,Aldo and Piero Crommelynck|Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Crommelynck, Aldo and Piero|Picasso, Pablo",French|Spanish,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 13 1/4 x 19 7/16 in. (33.7 x 49.4 cm)
sheet: 19 3/4 x 25 11/16 in. (50.2 x 65.3 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370087,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1165.29,False,False,370088,Drawings and Prints,Print,"Cavalier and His Valet, Célestine and Maja, from 347 Suite",,,,,,Printer|Artist|Publisher,Printed by|Published by,Aldo and Piero Crommelynck|Pablo Picasso|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Crommelynck, Aldo and Piero|Picasso, Pablo|Leiris, Galerie Louise ",French|Spanish,1881      ,1973      ,1968,1968,1968,Sugar-lift aquatint,"plate: 2 3/8 x 3 5/16 in. (6 x 8.4 cm)
sheet: 9 7/8 x 12 13/16 in. (25.1 x 32.5 cm)","Gift of Reiss-Cohen Inc., 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/370088,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
